id,משרד,תאריך,כותרת,תקציר,סוג מקור,נושאים,רמת כיסוי,URL
act-publications-transport-26-6075,transport,2026-07-22,הוראת רישום כללית מספר 26-6075,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-6075
act-publications-transport-26-6077,transport,2026-07-22,הוראת רישום כללתי מספר 26-6077,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-6077
act-publications-transport-26-6078,transport,2026-07-22,הוראת רישום כללית מספר 26-6078,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-6078
act-publications-transport-26-6080,transport,2026-07-22,הוראת רישום כללית מספר 26-6080,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-6080
act-publications-transport-26-6081,transport,2026-07-22,הוראת רישום כללית מספר 26-6081,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-6081
act-publications-transport-26-6082,transport,2026-07-22,הוראת רישום כללית מספר 26-6082,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-6082
act-publications-transport-26-6083,transport,2026-07-22,הוראת רישום כללית מספר 26-6083,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-6083
act-publications-transport-26-6084,transport,2026-07-22,הוראת רישום כללית מספר 26-6084,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-6084
act-publications-transport-26-7092,transport,2026-07-22,הוראת רישום כללית מספר 26-7092,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7092
act-publications-transport-26-7125,transport,2026-07-22,הוראת רישום כללית מספר 26-7125,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7125
act-publications-transport-26-7169,transport,2026-07-22,הוראת רישום כללית מספר 26-7169,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7169
act-publications-transport-26-7170,transport,2026-07-22,הוראת רישום כללית מספר 26-7170,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7170
act-publications-transport-26-7171,transport,2026-07-22,הוראת רישום כללית מספר 26-7171,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7171
act-publications-transport-26-7172,transport,2026-07-22,הוראת רישום כללית מספר 26-7172,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7172
act-publications-transport-26-7173,transport,2026-07-22,הוראת רישום כללית מספר 26-7173,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7173
act-publications-transport-26-7174,transport,2026-07-22,הוראת רישום כללית מספר 26-7174,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7174
act-publications-transport-26-7175,transport,2026-07-22,הוראת רישום כללית מספר 26-7175,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7175
act-publications-transport-26-7176,transport,2026-07-22,הוראת רישום כללית מספר 26-7176,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7176
act-publications-transport-26-7177,transport,2026-07-22,הוראת רישום כללית מספר 26-7177,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7177
act-publications-transport-26-7178,transport,2026-07-22,הוראת רישום כללית מספר 26-7178,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7178
act-publications-transport-26-7180,transport,2026-07-22,הוראת רישום כללית מספר 26-7180,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7180
act-publications-transport-26-7181,transport,2026-07-22,הוראת רישום כללית מספר 26-7181,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7181
act-publications-transport-26-7182,transport,2026-07-22,הוראת רישום כללית מספר 26-7182,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7182
act-publications-transport-26-7183,transport,2026-07-22,הוראת רישום כללית מספר 26-7183,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7183
act-publications-transport-26-7184,transport,2026-07-22,הוראת רישום כללית מספר26-7184,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7184
act-publications-transport-26-7185,transport,2026-07-22,הוראת רישום כללית מספר 26-7185,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7185
act-publications-transport-26-7186,transport,2026-07-22,הוראת רישום כללית מספר 26-7186,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7186
act-publications-transport-26-7187,transport,2026-07-22,הוראת רישום כללית מספר 26-7187,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7187
act-publications-transport-26-7188,transport,2026-07-22,הוראת רישום כללית מספר 26-7188,פרסום רשמי של משרד התחבורה והבטיחות בדרכים באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/26-7188
act-publications-sec-4-dec4238-210726,sec-4,2026-07-21,תוכנית לפיתוח מרחבי במחוז הצפון לשנים 2026 - 2030,פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dec4238-210726
